"","study_id","author","title","pub_year","journal","citation","pub_type","design_other","country","region","setting","program","objective","iecriteria","intervention","comparator","study_comments","studyn","effect","kp_msm","kp_pwid","kp_pregwomen","kp_tb","kp_infants","kp_children","kp_orphans","kp_street","kp_adolescents","kp_csw","kp_disabled","kp_prisoners","kp_migrants","kp_comments","sufa_id","study_complete","exclude","exclude_reason","pmtct","study_design_number","study_design","proc_id","initials","cas_testing","cas_linkage","cas_staging","cas_initiation","cas_retonelig","cas_retonart","cas_adherence","cas_comments","behav_target","behav_mediator","behav_target_desc","imp_target","imp_target_c","imp_target_o","imp_target_m","imp_target_comment","imp_action","imp_action_desc","imp_actor","imp_dose","imp_temporality","imp_measure","imp_meas_feasible","imp_meas_accept","imp_meas_adopt","imp_meas_fidelity","imp_meas_cost","imp_meas_sustain","imp_meas_comment","imp_outcome","imp_outcome_c","imp_outcome_o","imp_outcome_m","imp_outcome_b","imp_outcome_comment","intervention_name","interv_name_text","proc_complete","behav_level_number","behav_level","intervention_type_number","intervention_type"
"89",435,"Torpey",NA,2008,"BMC Health Serv Res",NA,"journal",NA,"Zambia",NA,NA,"FHI","Zambia Prevention, Care, and Treatment Partnership project designed to build capacity in the healthcare system to allow for scale up of HIV services. In this phase, interventions were introduced to 38 prevention of vertical transmission sites and data col",NA,NA,NA,NA,15000,NA,0,0,1,0,NA,0,0,0,0,0,0,0,0,NA,75,FALSE,FALSE,NA,FALSE,1,"Before-and-after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",436,"Tsague","Comparing two service delivery models for the prevention of mother-to-child transmission (PMTCT) of HIV during transition from single-dose nevirapine to multi-drug antiretroviral regimens",2010,"BMC Public Health","Tsague, L., F. O. Tsiouris, et al. (2010). ""Comparing two service delivery models for the prevention of mother-to-child transmission (PMTCT) of HIV during transition from single-dose nevirapine to multi-drug antiretroviral regimens."" BMC Public Health 10(","journal",NA,"Rwanda",NA,"32 clinics supported by ICAP in Kigali and Western Province","International Center for AIDS Care and Treatment Programs (ICAP)","To compare the performance of stand-alone PMTCT sties vs. sites providing ART to all populations in uptake of HIV testing, CD4 screening and ART initiation among pregnant women.","All pregnant women making a first ANC visit to one of 32 clinics","Enrollment in ""full-service"" ART clinic","Enrollment in ""stand-alone"" PMTCT clinic","N only includes women enrolling in 2008, when the comparison of primary outcomes between service delivery models was made.  No adjustment for confounding was done.",938,NA,0,0,1,0,NA,0,0,0,0,0,0,0,0,NA,47,FALSE,FALSE,NA,FALSE,4,"Retrospective cohort",43,1,NA,NA,NA,NA,NA,NA,NA,"PMTCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA
"91",437,"Uwimana","Training community care workers to provide comprehensive TB/HIV/ PMTCT integrated care in KwaZulu-Natal: lessons learnt",2012,"Trop Med Int Health","Uwimana J, Zarowsky C, Hausler H, Jackson D. Training community care workers to provide comprehensive TB/HIV/ PMTCT integrated care in KwaZulu-Natal: lessons learnt. Trop Med Int Health 2012; 17: 488–96.","journal",NA,"South Africa",NA,"Community-based (rural)","community-level","To describe a participatory approach to implement and evaluate ways to integrate and train community care workers (CCWs) to enhance collaborative TB⁄ HIV ⁄PMTCT activities, and home-based HIV counseling and testing (HCT) at community level.","all households in included villages","Training development process for Community Care workers and Home Based Carers implemented in intervention villages","villages without additional training","Very limited methodolic info provided (e.g. no information about inclusion/exclusion criteria).  Very difficult to actually characterize both the results and the intervention characteristics…",19037,NA,0,0,0,1,NA,0,0,0,0,0,0,0,0,"TB screening, along with referrals (but no linkage) and contact tracing.",48,FALSE,FALSE,NA,TRUE,8,"Cluster RCT",42,1,NA,NA,NA,NA,NA,NA,NA,"PMTCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA
"92",438,"van der Merwe","Integration of antiretroviral treatment within antenatal care in Gauteng Province, South Africa.",2006,"JAIDS","van der Merwe K, Chersich MF, Technau K, Umurungi Y, Conradie F, Coovadia A. Integration of antiretroviral treatment within antenatal care in Gauteng Province, South Africa. J Acquir Immune Defic Syndr. 2006; 43(5): 577-81.","journal",NA,"South Africa",NA,"Gauteng Province","Coronation Women and Children Hospital, a public health care facility providing secondary-level pediatric and obstetric and gynecology services","effects of strengthening linkages and integrating key components of ARV treatment within antenatal care to increase the uptake of ARV treatment and reduce delays in initiating treatment during pregnancy.",NA,"Intervention ART  clinician came to the ANC clinic once a week CD4 count were performed at the first ANC visit. Women received the CD4 count at the second ANC visit and had baseline bloods if CD count <250 cells/uL. For women eligible for ART, adherence c","Women were referred to an off site ART clinic",NA,1027,NA,0,0,1,0,NA,1,0,0,0,0,0,0,0,NA,49,FALSE,FALSE,NA,FALSE,1,"Before-and-after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",439,"Wachira","What Is the Impact of Home-Based HIV Counseling and Testing on the Clinical Status of Newly Enrolled Adults in a Large HIV Care Program in Western Kenya?",2012,"CID",NA,"journal",NA,"Kenya",NA,"Eldoret, Kenya","AMPATH, NGO","The primary objective of this study was to describe the clinical status of HIV-infected adults presenting for the first time to USAID-AMPATH (US Agency for International Development Academic Model Providing Access to Healthcare) Partnership clinics for HI",NA,"Home based testing","Testing by providers",NA,19552,NA,0,0,1,0,NA,0,0,0,0,0,0,0,0,"0",50,FALSE,FALSE,NA,FALSE,4,"Retrospective cohort",39,1,0,0,0,0,0,0,0,"No cascade outcome",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA
"94",440,"Wanyenze","Linkage to HIV care and survival following inpatient HIV counseling and testing.",2011,"AIDS Behav","Wanyenze RK, Hahn JA, Liechty CA, Ragland K, Ronald A, Mayanja-Kizza H, et al. Linkage to HIV care and survival following inpatient HIV counseling and testing. AIDS Behav. 2011; 15(4): 751-60.","journal",NA,"Uganda",NA,"Kampala","Mulago - tertiary hospital","to assess the impact of HIV counseling and testing (HCT) on linkage to care and survival.","age over 18 years, unknown HIV status, and residence within 20 km of Mulago hospital","Intervention: Testing as an inpatient (testing was conducted within the medical ward and the patient underwent phlebotomy and serological testing, the results were disclosed the following day)","Control: Testing as an outpatient (a referral card and an appointment to return to the hospital 1 week after discharge was provided, transport was reimbursed)","several elements of RCT reporting are missing",500,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,"0",51,FALSE,FALSE,NA,FALSE,7,"Individual RCT",37,1,1,1,0,0,0,0,0,NA,1,0,"accept testing, link to care",1,0,1,0,"Not entirely clear, but authors appear to present disclosure a intervening on opportunity through engagement of outside supports",1,"Inpatient HIV counseling and testing",1,0,1,1,0,0,1,0,0,0,NA,1,0,1,0,NA,"Disclosure is reported - addressing 'opportunity' according to author framework.",1,"inpatient HCT",TRUE,2,"Individuals - patients","1;10",NA
"95",441,"Weigel","Ensuring HIV-infected pregnant women start antiretroviral treatment: an operational cohort study from Lilongwe, Malawi",2012,"Trop Med Int Health","Weigel, R., M. C. Hosseinipour, et al. (2012). ""Ensuring HIV-infected pregnant women start antiretroviral treatment: an operational cohort study from Lilongwe, Malawi."" Trop Med Int Health 17(6): 751-759.","journal",NA,"Malawi",NA,"Lilongwe (rural), 1 antenatal care clinic, pregnant women","Lighthouse Trust","To report trends in referral completion, on-time ART initiation and ART retention among pregnant women with low CD4 counts in an ANC and ART clinics in Malawi","HIV-infected and ART-eligible pregnant women who were referred to one of two ART facilities","July 2006: CD4 testing at 1st ANC visit during provider initiated testing and counselling, introduction of referral slip. Sept 2006: Vehicle for transport of women from ANC to ART clinic, Health passports provided free to pregnant women. Dec 2006: New ART",".","Changes in record linkage over time and between facilities may influence outcome measurement differentially by exposure  (calendar year) status.  Outcomes were not time delineated (maximum and minimum follow-up time unknown).  No adjustment for confoundin",612,NA,0,0,1,0,NA,0,0,0,0,0,0,0,0,NA,52,FALSE,FALSE,NA,FALSE,1,"Before-and-after",35,1,NA,NA,NA,NA,NA,NA,NA,"PMTCT",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA
"96",442,"Wouters","Public-sector ART in the Free State Province, South Africa: Community support as an important determinant of outcome",2009,"Social Science & Medicine",NA,"journal",NA,"South Africa",NA,"Free State",NA,"Evalaute effect of three types of support: treatment suppoter, community health workers and clinic based support group",NA,"three levels: self selected treatment supporter, comthree forms of community support (treatment buddy, community health worker [CHW], and HIV/AIDS support group community health worker and clinic based support group",NA,"the clinical outcomes makes no sense and the magnitude of association with this misclassified outocmes makes me doubt the entire study, which is otherwise strong.",268,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,73,FALSE,FALSE,NA,FALSE,5,"Prospective cohort",34,1,0,0,0,0,0,0,0,"Viral load is main outcome.  Retention mentioned (and targeted) but not reported clearly.",1,1,"retention and adherence are targeted",1,1,1,1,"Health literacy/numeracy proposed as potential mediator of intervention effect on outcome",1,"treatment supporter, CHW, support group",0,0,0,0,0,0,0,0,0,0,"Though prevalence of each approach is reported, it is unclear how this prevalence relapes to denominator to which intervention was presented or expected uptake.  This proportion could be framed as 'adoption', but too unclear to give credit.",1,1,1,1,0,"In depth interviews with random sample of patients yield data on potential COM mediators.",1,"Community support - treatment buddy, community health worker [CHW], and HIV/AIDS support group",TRUE,2,"Individuals - patients","1;2;25;29;30;31",NA
"97",443,"Youngleson","Improving a Mother to Child HIV Transmission Programme through Health System Redesign: Quality Improvement, Protocol Adjustment and Resource Addition",2010,"PLoS ONE","Youngleson, M. S., P. Nkurunziza, et al. (2010). ""Improving a Mother to Child HIV Transmission Programme through Health System Redesign: Quality Improvement, Protocol Adjustment and Resource Addition."" PLoS ONE 5(11).","journal",NA,"South Africa",NA,"Western Cape (urban and rural), 17 antenatal care clinics","Institute for Healthcare Improvement and local Department of Health partnership","To evaluate the effect of a series of health systems strengthening and quality improvement interventions on mother to child transmission of HIV, as well as intermediate PMTCT process outcomes","All pregnant women receiving antenatal, intrapartum or post-partum services at any primary care or specialized birthing center in the Cape Metro District","Health systems intervention with three components: quality improvement framework, policy and protocol changes, and targeted resource additions","pre-intervention baseline",NA,2118,NA,0,0,1,0,NA,0,0,0,0,0,0,0,0,NA,53,FALSE,FALSE,NA,FALSE,1,"Before-and-after",33,1,NA,NA,NA,NA,NA,NA,NA,"PMTCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA
"98",444,"Zachariah","Community support is associated with better antiretroviral treatment outcomes in a resource-limited rural district in Malawi",2007,"Trans R Soc Trop Med Hyg","Zachariah R, Teck R, Buhendwa L, et al. Community support is associated with better antiretroviral treatment outcomes in a resource-limited rural district in Malawi. Trans R Soc Trop Med Hyg.2007;101(1):79–84.","journal",NA,"Malawi",NA,"all facilities within a district in Malawi","MSF","To evaluate the effect of community support on treatment outcomes","all individuals starting ART from 2003-2004 (not well specified)","Starting ART in facility with ""community support"". For the purposes of this study, community support for ART was considered as exposure to a minimum ‘care package’ comprising all of the following: symptomatic treatment of opportunistic infections at home;","Starting ART in facility without community support",NA,1634,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,69,FALSE,FALSE,NA,FALSE,4,"Retrospective cohort",32,1,0,0,0,0,0,1,0,NA,1,0,"Remain in HIV care.",0,0,0,0,"Many different actions present - implementation targets could be imagined, but none are explicitly stated.",1,"Actions are listed, though there are many and they are not clearly defined.",0,0,0,0,0,0,0,0,0,0,"No measures of action implementation are reported.  Raw numbers of home visits are noted, but it is not clear how these numbers relate to intended or appropriate numbers of home visits.",0,0,0,0,0,"Behavior outcome (retention in care) is reported, but this is the cascade outcome.  I think this category should only apply if there is a 'behavioral mediator'.",1,"Community Based Support",TRUE,2,"Individuals - patients","1;2;21;25;29;31",NA
"99",446,"Baum"," Effect of micronutrient supplementation on disease progression in asymptomatic, antiretroviral-naive, HIV-infected adults in Botswana: a randomized clinical trial",2013," JAMA : the journal of the American Medical Association",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,58,1,NA,NA,NA,NA,NA,NA,NA,"No cascade outcome - only VL and mortality targeted without actual or hypothetical intermediary cascade event",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA
"100",447,"Boulle"," Task shifting HIV care in rural district hospitals in Cameroon: evidence of comparable antiretroviral treatment-related outcomes between nurses and physicians in the Stratall ANRS/ESTHER trial",2013," J Acquir Immune Defic Syndr",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",448,"Braitstein"," A clinician-nurse model to reduce early mortality and increase clinic retention among high-risk HIV-infected patients initiating combination antiretroviral treatment",2012," J Int AIDS Soc",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",449,"Byamugisha"," Male partner antenatal attendance and HIV testing in eastern Uganda: a randomized facility-based intervention trial",2011," J Int AIDS Soc",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",450,"Chaiwarith"," Impact of the frequency of plasma HIV-1 RNA monitoring on the outcome of antiretroviral therapy",2011," Curr HIV Res",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",451,"Chan"," Outcome assessment of a dedicated HIV positive health care worker clinic at a central hospital in Malawi: a retrospective observational study",2011," PLoS One",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",452,"Chang"," Impact of a mHealth intervention for peer health workers on AIDS care in rural Uganda: a mixed methods evaluation of a cluster-randomized trial",2011," AIDS Behav",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",453,"Coovadia"," Mother-to-child transmission of HIV-1 infection during exclusive breastfeeding in the first 6 months of life: an intervention cohort study",2007," Lancet",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",454,"Costa"," Results of a randomized controlled trial to assess the effects of a mobile SMS-based intervention on treatment adherence in HIV/AIDS-infected Brazilian women and impressions and satisfaction with respect to incoming messages",2012," International journal of medical informatics",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",455,"Dalal"," Provider-initiated HIV testing and counseling: increased uptake in two public community health centers in South Africa and implications for scale-up",2011," PLoS One",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",456,"Das"," Retention among ART patients in the Highlands of Papua New Guinea: evaluating the PAPUA model",2014," J Acquir Immune Defic Syndr",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",457,"Floyd"," Population-level reduction in adult mortality after extension of free anti-retroviral therapy provision into rural areas in northern Malawi",2010," PLoS One",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",458,"Franke"," Improved retention associated with community-based accompaniment for antiretroviral therapy delivery in rural Rwanda",2013," Clin Infect Dis",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",459,"Franke"," Effectiveness of early antiretroviral therapy initiation to improve survival among HIV-infected adults with tuberculosis: a retrospective cohort study",2011," PLoS Med",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",460,"Fylkesnes"," A randomized trial on acceptability of voluntary HIV counselling and testing",2004," Trop Med Int Health",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",461,"Fylkesnes"," Strong effects of home-based voluntary HIV counselling and testing on acceptance and equity: a cluster randomised trial in Zambia",2013," Soc Sci Med",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",462,"Gimbel-Sherr"," Using nurses to identify HAART eligible patients in the Republic of Mozambique: results of a time series analysis",2007," Hum Resour Health",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",463,"Green"," A randomized controlled trial of genotypic HIV drug resistance testing in HIV-1-infected children: the PERA (PENTA 8) trial",2006," Antiviral therapy",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",464,"Ikeda"," Impact of integrating HIV and TB care and treatment in a regional tuberculosis hospital in rural Guatemala",2014," AIDS Behav",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",465,"Jiamton"," A randomized trial of the impact of multiple micronutrient supplementation on mortality among HIV-infected individuals living in Bangkok",2003," AIDS",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",466,"Jourdain"," Switching HIV treatment in adults based on CD4 count versus viral load monitoring: a randomized, non-inferiority trial in Thailand",2013," PLoS Med",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",467,"Keiser"," Outcomes of antiretroviral treatment in programmes with and without routine viral load monitoring in Southern Africa",2011," AIDS",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",468,"Khachani"," Impact of a psychoeducative intervention on adherence to HAART among low-literacy patients in a resource-limited setting: the case of an Arab country--Morocco",2012," J Int Assoc Physicians AIDS Care (Chic)",NA,"journal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
